lead_time_id,component_id,supplier_id,effective_date,lead_time_weeks,change_reason,recorded_at
LT000572,C044,SUP004,2026-01-01,12,通常,2026-01-01
LT_INT_001032,C044,SUP004,2023-02-01,26,月次更新,2023-02-01
LT_INT_001033,C044,SUP004,2023-03-01,25,月次更新,2023-03-01
LT_INT_001034,C044,SUP004,2023-05-01,23,月次更新,2023-05-01
LT_INT_001035,C044,SUP004,2023-06-01,22,月次更新,2023-06-01
LT_INT_001036,C044,SUP004,2023-08-01,20,月次更新,2023-08-01
LT_INT_001037,C044,SUP004,2023-09-01,19,月次更新,2023-09-01
LT_INT_001038,C044,SUP004,2023-11-01,15,月次更新,2023-11-01
LT_INT_001039,C044,SUP004,2023-12-01,17,月次更新,2023-12-01
LT_INT_001040,C044,SUP004,2024-02-01,16,月次更新,2024-02-01
LT_INT_001041,C044,SUP004,2024-03-01,13,月次更新,2024-03-01
LT_INT_001042,C044,SUP004,2024-05-01,12,月次更新,2024-05-01
LT_INT_001043,C044,SUP004,2024-06-01,12,月次更新,2024-06-01
LT_INT_001044,C044,SUP004,2024-08-01,12,月次更新,2024-08-01
LT_INT_001045,C044,SUP004,2024-09-01,12,月次更新,2024-09-01
LT_INT_001046,C044,SUP004,2024-11-01,12,月次更新,2024-11-01
LT_INT_001047,C044,SUP004,2024-12-01,14,月次更新,2024-12-01
LT_INT_001048,C044,SUP004,2025-02-01,14,月次更新,2025-02-01
LT_INT_001049,C044,SUP004,2025-03-01,13,月次更新,2025-03-01
LT_INT_001050,C044,SUP004,2025-05-01,14,月次更新,2025-05-01
LT_INT_001051,C044,SUP004,2025-06-01,14,月次更新,2025-06-01
LT_INT_001052,C044,SUP004,2025-08-01,12,月次更新,2025-08-01
LT_INT_001053,C044,SUP004,2025-09-01,12,月次更新,2025-09-01
LT_INT_001054,C044,SUP004,2025-11-01,12,月次更新,2025-11-01
LT_INT_001055,C044,SUP004,2025-12-01,12,月次更新,2025-12-01
LT000573,C045,SUP002,2023-01-01,30,初回登録,2023-01-01
LT000574,C045,SUP002,2023-04-01,26,増産効果,2023-04-01
LT000575,C045,SUP002,2023-07-01,23,物流混雑緩和,2023-07-01
LT000576,C045,SUP002,2023-10-01,20,工場増強,2023-10-01
LT000577,C045,SUP002,2024-01-01,20,通常,2024-01-01
LT000578,C045,SUP002,2024-04-01,16,工場増強,2024-04-01
LT000579,C045,SUP002,2024-07-01,17,通常,2024-07-01
LT000580,C045,SUP002,2024-10-01,15,増産効果,2024-10-01
LT000581,C045,SUP002,2025-01-01,14,通常,2025-01-01
LT000582,C045,SUP002,2025-04-01,14,通常,2025-04-01
LT000583,C045,SUP002,2025-07-01,10,材料不足,2025-07-01
LT000584,C045,SUP002,2025-10-01,11,物流混雑緩和,2025-10-01
LT000585,C045,SUP002,2026-01-01,13,通常,2026-01-01
LT_INT_001056,C045,SUP002,2023-02-01,27,月次更新,2023-02-01
LT_INT_001057,C045,SUP002,2023-03-01,28,月次更新,2023-03-01
LT_INT_001058,C045,SUP002,2023-05-01,26,月次更新,2023-05-01
LT_INT_001059,C045,SUP002,2023-06-01,24,月次更新,2023-06-01
LT_INT_001060,C045,SUP002,2023-08-01,22,月次更新,2023-08-01
LT_INT_001061,C045,SUP002,2023-09-01,20,月次更新,2023-09-01
LT_INT_001062,C045,SUP002,2023-11-01,20,月次更新,2023-11-01
LT_INT_001063,C045,SUP002,2023-12-01,21,月次更新,2023-12-01
LT_INT_001064,C045,SUP002,2024-02-01,19,月次更新,2024-02-01
LT_INT_001065,C045,SUP002,2024-03-01,17,月次更新,2024-03-01
LT_INT_001066,C045,SUP002,2024-05-01,16,月次更新,2024-05-01
LT_INT_001067,C045,SUP002,2024-06-01,16,月次更新,2024-06-01
LT_INT_001068,C045,SUP002,2024-08-01,16,月次更新,2024-08-01
LT_INT_001069,C045,SUP002,2024-09-01,14,月次更新,2024-09-01
LT_INT_001070,C045,SUP002,2024-11-01,14,月次更新,2024-11-01
LT_INT_001071,C045,SUP002,2024-12-01,13,月次更新,2024-12-01
LT_INT_001072,C045,SUP002,2025-02-01,15,月次更新,2025-02-01
LT_INT_001073,C045,SUP002,2025-03-01,14,月次更新,2025-03-01
LT_INT_001074,C045,SUP002,2025-05-01,13,月次更新,2025-05-01
LT_INT_001075,C045,SUP002,2025-06-01,15,月次更新,2025-06-01
LT_INT_001076,C045,SUP002,2025-08-01,9,月次更新,2025-08-01
LT_INT_001077,C045,SUP002,2025-09-01,11,月次更新,2025-09-01
LT_INT_001078,C045,SUP002,2025-11-01,10,月次更新,2025-11-01
LT_INT_001079,C045,SUP002,2025-12-01,9,月次更新,2025-12-01
LT000586,C046,SUP006,2023-01-01,27,初回登録,2023-01-01
LT000587,C046,SUP006,2023-04-01,22,需給改善,2023-04-01
LT000588,C046,SUP006,2023-07-01,19,増産効果,2023-07-01
LT000589,C046,SUP006,2023-10-01,18,通常,2023-10-01
LT000590,C046,SUP006,2024-01-01,16,工場増強,2024-01-01
LT000591,C046,SUP006,2024-04-01,14,需給改善,2024-04-01
LT000592,C046,SUP006,2024-07-01,13,通常,2024-07-01
LT000593,C046,SUP006,2024-10-01,12,通常,2024-10-01
LT000594,C046,SUP006,2025-01-01,12,通常,2025-01-01
LT000595,C046,SUP006,2025-04-01,11,通常,2025-04-01
LT000596,C046,SUP006,2025-07-01,11,通常,2025-07-01
LT000597,C046,SUP006,2025-10-01,11,通常,2025-10-01
LT000598,C046,SUP006,2026-01-01,11,通常,2026-01-01
LT_INT_001080,C046,SUP006,2023-02-01,25,月次更新,2023-02-01
LT_INT_001081,C046,SUP006,2023-03-01,22,月次更新,2023-03-01
LT_INT_001082,C046,SUP006,2023-05-01,22,月次更新,2023-05-01
LT_INT_001083,C046,SUP006,2023-06-01,20,月次更新,2023-06-01
LT_INT_001084,C046,SUP006,2023-08-01,19,月次更新,2023-08-01
LT_INT_001085,C046,SUP006,2023-09-01,19,月次更新,2023-09-01
LT_INT_001086,C046,SUP006,2023-11-01,16,月次更新,2023-11-01
LT_INT_001087,C046,SUP006,2023-12-01,15,月次更新,2023-12-01
LT_INT_001088,C046,SUP006,2024-02-01,14,月次更新,2024-02-01
LT_INT_001089,C046,SUP006,2024-03-01,13,月次更新,2024-03-01
LT_INT_001090,C046,SUP006,2024-05-01,14,月次更新,2024-05-01
LT_INT_001091,C046,SUP006,2024-06-01,12,月次更新,2024-06-01
LT_INT_001092,C046,SUP006,2024-08-01,11,月次更新,2024-08-01
LT_INT_001093,C046,SUP006,2024-09-01,11,月次更新,2024-09-01
LT_INT_001094,C046,SUP006,2024-11-01,11,月次更新,2024-11-01
LT_INT_001095,C046,SUP006,2024-12-01,13,月次更新,2024-12-01
LT_INT_001096,C046,SUP006,2025-02-01,10,月次更新,2025-02-01
LT_INT_001097,C046,SUP006,2025-03-01,12,月次更新,2025-03-01
LT_INT_001098,C046,SUP006,2025-05-01,11,月次更新,2025-05-01
LT_INT_001099,C046,SUP006,2025-06-01,12,月次更新,2025-06-01
LT_INT_001100,C046,SUP006,2025-08-01,11,月次更新,2025-08-01
LT_INT_001101,C046,SUP006,2025-09-01,11,月次更新,2025-09-01
LT_INT_001102,C046,SUP006,2025-11-01,11,月次更新,2025-11-01
LT_INT_001103,C046,SUP006,2025-12-01,11,月次更新,2025-12-01
LT000599,C047,SUP007,2023-01-01,29,初回登録,2023-01-01
LT000600,C047,SUP007,2023-04-01,24,需給改善,2023-04-01
LT000601,C047,SUP007,2023-07-01,20,物流混雑緩和,2023-07-01
LT000602,C047,SUP007,2023-10-01,17,増産効果,2023-10-01
LT000603,C047,SUP007,2024-01-01,15,需給改善,2024-01-01
LT000604,C047,SUP007,2024-04-01,14,通常,2024-04-01
LT000605,C047,SUP007,2024-07-01,14,通常,2024-07-01
LT000606,C047,SUP007,2024-10-01,12,工場増強,2024-10-01
LT000607,C047,SUP007,2025-01-01,12,通常,2025-01-01
LT000608,C047,SUP007,2025-04-01,11,通常,2025-04-01
LT000609,C047,SUP007,2025-07-01,10,ファウンドリ不足,2025-07-01
LT000610,C047,SUP007,2025-10-01,10,通常,2025-10-01
LT000611,C047,SUP007,2026-01-01,10,需給改善,2026-01-01
LT_INT_001104,C047,SUP007,2023-02-01,27,月次更新,2023-02-01
LT_INT_001105,C047,SUP007,2023-03-01,25,月次更新,2023-03-01
LT_INT_001106,C047,SUP007,2023-05-01,23,月次更新,2023-05-01
LT_INT_001107,C047,SUP007,2023-06-01,21,月次更新,2023-06-01
LT_INT_001108,C047,SUP007,2023-08-01,20,月次更新,2023-08-01
LT_INT_001109,C047,SUP007,2023-09-01,19,月次更新,2023-09-01
LT_INT_001110,C047,SUP007,2023-11-01,17,月次更新,2023-11-01
LT_INT_001111,C047,SUP007,2023-12-01,15,月次更新,2023-12-01
LT_INT_001112,C047,SUP007,2024-02-01,13,月次更新,2024-02-01
LT_INT_001113,C047,SUP007,2024-03-01,13,月次更新,2024-03-01
LT_INT_001114,C047,SUP007,2024-05-01,14,月次更新,2024-05-01
LT_INT_001115,C047,SUP007,2024-06-01,13,月次更新,2024-06-01
LT_INT_001116,C047,SUP007,2024-08-01,12,月次更新,2024-08-01
LT_INT_001117,C047,SUP007,2024-09-01,13,月次更新,2024-09-01
LT_INT_001118,C047,SUP007,2024-11-01,13,月次更新,2024-11-01
LT_INT_001119,C047,SUP007,2024-12-01,12,月次更新,2024-12-01
LT_INT_001120,C047,SUP007,2025-02-01,11,月次更新,2025-02-01
LT_INT_001121,C047,SUP007,2025-03-01,10,月次更新,2025-03-01
LT_INT_001122,C047,SUP007,2025-05-01,12,月次更新,2025-05-01
LT_INT_001123,C047,SUP007,2025-06-01,12,月次更新,2025-06-01
LT_INT_001124,C047,SUP007,2025-08-01,10,月次更新,2025-08-01
LT_INT_001125,C047,SUP007,2025-09-01,10,月次更新,2025-09-01
LT_INT_001126,C047,SUP007,2025-11-01,10,月次更新,2025-11-01
LT_INT_001127,C047,SUP007,2025-12-01,10,月次更新,2025-12-01
LT000612,C048,SUP003,2023-01-01,39,初回登録,2023-01-01
LT000613,C048,SUP003,2023-04-01,31,物流混雑緩和,2023-04-01
LT000614,C048,SUP003,2023-07-01,28,通常,2023-07-01
LT000615,C048,SUP003,2023-10-01,23,物流混雑緩和,2023-10-01
LT000616,C048,SUP003,2024-01-01,20,物流混雑緩和,2024-01-01
LT000617,C048,SUP003,2024-04-01,20,通常,2024-04-01
LT000618,C048,SUP003,2024-07-01,18,通常,2024-07-01
LT000619,C048,SUP003,2024-10-01,17,通常,2024-10-01
LT000620,C048,SUP003,2025-01-01,16,通常,2025-01-01
LT000621,C048,SUP003,2025-04-01,14,増産効果,2025-04-01
LT000622,C048,SUP003,2025-07-01,15,需給逼迫,2025-07-01
LT000623,C048,SUP003,2025-10-01,15,通常,2025-10-01
LT000624,C048,SUP003,2026-01-01,15,物流混雑緩和,2026-01-01
LT_INT_001128,C048,SUP003,2023-02-01,36,月次更新,2023-02-01
LT_INT_001129,C048,SUP003,2023-03-01,32,月次更新,2023-03-01
LT_INT_001130,C048,SUP003,2023-05-01,31,月次更新,2023-05-01
LT_INT_001131,C048,SUP003,2023-06-01,30,月次更新,2023-06-01
LT_INT_001132,C048,SUP003,2023-08-01,26,月次更新,2023-08-01
LT_INT_001133,C048,SUP003,2023-09-01,25,月次更新,2023-09-01
LT_INT_001134,C048,SUP003,2023-11-01,23,月次更新,2023-11-01
LT_INT_001135,C048,SUP003,2023-12-01,22,月次更新,2023-12-01
LT_INT_001136,C048,SUP003,2024-02-01,20,月次更新,2024-02-01
LT_INT_001137,C048,SUP003,2024-03-01,20,月次更新,2024-03-01
LT_INT_001138,C048,SUP003,2024-05-01,20,月次更新,2024-05-01
LT_INT_001139,C048,SUP003,2024-06-01,19,月次更新,2024-06-01
LT_INT_001140,C048,SUP003,2024-08-01,17,月次更新,2024-08-01
LT_INT_001141,C048,SUP003,2024-09-01,16,月次更新,2024-09-01
LT_INT_001142,C048,SUP003,2024-11-01,17,月次更新,2024-11-01
LT_INT_001143,C048,SUP003,2024-12-01,15,月次更新,2024-12-01
LT_INT_001144,C048,SUP003,2025-02-01,16,月次更新,2025-02-01
LT_INT_001145,C048,SUP003,2025-03-01,13,月次更新,2025-03-01
LT_INT_001146,C048,SUP003,2025-05-01,14,月次更新,2025-05-01
LT_INT_001147,C048,SUP003,2025-06-01,15,月次更新,2025-06-01
LT_INT_001148,C048,SUP003,2025-08-01,15,月次更新,2025-08-01
LT_INT_001149,C048,SUP003,2025-09-01,15,月次更新,2025-09-01
LT_INT_001150,C048,SUP003,2025-11-01,15,月次更新,2025-11-01
LT_INT_001151,C048,SUP003,2025-12-01,15,月次更新,2025-12-01
LT000625,C049,SUP005,2023-01-01,41,初回登録,2023-01-01
LT000626,C049,SUP005,2023-04-01,35,増産効果,2023-04-01
LT000627,C049,SUP005,2023-07-01,27,工場増強,2023-07-01
LT000628,C049,SUP005,2023-10-01,26,通常,2023-10-01
LT000629,C049,SUP005,2024-01-01,24,通常,2024-01-01
LT000630,C049,SUP005,2024-04-01,24,通常,2024-04-01
LT000631,C049,SUP005,2024-07-01,20,増産効果,2024-07-01
LT000632,C049,SUP005,2024-10-01,20,通常,2024-10-01
LT000633,C049,SUP005,2025-01-01,18,通常,2025-01-01
LT000634,C049,SUP005,2025-04-01,17,通常,2025-04-01
LT000635,C049,SUP005,2025-07-01,17,通常,2025-07-01
LT000636,C049,SUP005,2025-10-01,17,通常,2025-10-01
LT000637,C049,SUP005,2026-01-01,17,通常,2026-01-01
LT_INT_001152,C049,SUP005,2023-02-01,40,月次更新,2023-02-01
LT_INT_001153,C049,SUP005,2023-03-01,36,月次更新,2023-03-01
LT_INT_001154,C049,SUP005,2023-05-01,33,月次更新,2023-05-01
LT_INT_001155,C049,SUP005,2023-06-01,28,月次更新,2023-06-01
LT_INT_001156,C049,SUP005,2023-08-01,25,月次更新,2023-08-01
LT_INT_001157,C049,SUP005,2023-09-01,26,月次更新,2023-09-01
LT_INT_001158,C049,SUP005,2023-11-01,26,月次更新,2023-11-01
LT_INT_001159,C049,SUP005,2023-12-01,23,月次更新,2023-12-01
LT_INT_001160,C049,SUP005,2024-02-01,25,月次更新,2024-02-01
LT_INT_001161,C049,SUP005,2024-03-01,25,月次更新,2024-03-01
LT_INT_001162,C049,SUP005,2024-05-01,22,月次更新,2024-05-01
LT_INT_001163,C049,SUP005,2024-06-01,21,月次更新,2024-06-01
LT_INT_001164,C049,SUP005,2024-08-01,20,月次更新,2024-08-01
LT_INT_001165,C049,SUP005,2024-09-01,20,月次更新,2024-09-01
LT_INT_001166,C049,SUP005,2024-11-01,19,月次更新,2024-11-01
LT_INT_001167,C049,SUP005,2024-12-01,18,月次更新,2024-12-01
LT_INT_001168,C049,SUP005,2025-02-01,17,月次更新,2025-02-01
LT_INT_001169,C049,SUP005,2025-03-01,17,月次更新,2025-03-01
LT_INT_001170,C049,SUP005,2025-05-01,16,月次更新,2025-05-01
LT_INT_001171,C049,SUP005,2025-06-01,18,月次更新,2025-06-01
LT_INT_001172,C049,SUP005,2025-08-01,17,月次更新,2025-08-01
LT_INT_001173,C049,SUP005,2025-09-01,17,月次更新,2025-09-01
LT_INT_001174,C049,SUP005,2025-11-01,17,月次更新,2025-11-01
LT_INT_001175,C049,SUP005,2025-12-01,17,月次更新,2025-12-01
LT000638,C050,SUP001,2023-01-01,31,初回登録,2023-01-01
LT000639,C050,SUP001,2023-04-01,26,物流混雑緩和,2023-04-01
LT000640,C050,SUP001,2023-07-01,25,通常,2023-07-01
LT000641,C050,SUP001,2023-10-01,21,増産効果,2023-10-01
LT000642,C050,SUP001,2024-01-01,19,通常,2024-01-01
LT000643,C050,SUP001,2024-04-01,16,工場増強,2024-04-01
LT000644,C050,SUP001,2024-07-01,16,通常,2024-07-01
LT000645,C050,SUP001,2024-10-01,16,通常,2024-10-01
LT000646,C050,SUP001,2025-01-01,14,物流混雑緩和,2025-01-01
LT000647,C050,SUP001,2025-04-01,14,通常,2025-04-01
LT000648,C050,SUP001,2025-07-01,12,通常,2025-07-01
LT000649,C050,SUP001,2025-10-01,12,通常,2025-10-01
LT000650,C050,SUP001,2026-01-01,12,物流混雑緩和,2026-01-01
LT_INT_001176,C050,SUP001,2023-02-01,30,月次更新,2023-02-01
LT_INT_001177,C050,SUP001,2023-03-01,28,月次更新,2023-03-01
LT_INT_001178,C050,SUP001,2023-05-01,25,月次更新,2023-05-01
LT_INT_001179,C050,SUP001,2023-06-01,26,月次更新,2023-06-01
LT_INT_001180,C050,SUP001,2023-08-01,24,月次更新,2023-08-01
LT_INT_001181,C050,SUP001,2023-09-01,22,月次更新,2023-09-01
LT_INT_001182,C050,SUP001,2023-11-01,20,月次更新,2023-11-01
LT_INT_001183,C050,SUP001,2023-12-01,19,月次更新,2023-12-01
LT_INT_001184,C050,SUP001,2024-02-01,18,月次更新,2024-02-01
LT_INT_001185,C050,SUP001,2024-03-01,18,月次更新,2024-03-01
LT_INT_001186,C050,SUP001,2024-05-01,17,月次更新,2024-05-01
LT_INT_001187,C050,SUP001,2024-06-01,15,月次更新,2024-06-01
LT_INT_001188,C050,SUP001,2024-08-01,15,月次更新,2024-08-01
LT_INT_001189,C050,SUP001,2024-09-01,17,月次更新,2024-09-01
LT_INT_001190,C050,SUP001,2024-11-01,14,月次更新,2024-11-01
LT_INT_001191,C050,SUP001,2024-12-01,15,月次更新,2024-12-01
LT_INT_001192,C050,SUP001,2025-02-01,13,月次更新,2025-02-01
LT_INT_001193,C050,SUP001,2025-03-01,14,月次更新,2025-03-01
LT_INT_001194,C050,SUP001,2025-05-01,13,月次更新,2025-05-01
LT_INT_001195,C050,SUP001,2025-06-01,14,月次更新,2025-06-01
LT_INT_001196,C050,SUP001,2025-08-01,12,月次更新,2025-08-01
LT_INT_001197,C050,SUP001,2025-09-01,12,月次更新,2025-09-01
LT_INT_001198,C050,SUP001,2025-11-01,12,月次更新,2025-11-01
LT_INT_001199,C050,SUP001,2025-12-01,12,月次更新,2025-12-01
LT000651,C051,SUP009,2023-01-01,37,初回登録,2023-01-01
LT000652,C051,SUP009,2023-04-01,29,物流混雑緩和,2023-04-01
LT000653,C051,SUP009,2023-07-01,28,通常,2023-07-01
LT000654,C051,SUP009,2023-10-01,22,増産効果,2023-10-01
LT000655,C051,SUP009,2024-01-01,19,増産効果,2024-01-01
LT000656,C051,SUP009,2024-04-01,19,通常,2024-04-01
LT000657,C051,SUP009,2024-07-01,18,通常,2024-07-01
LT000658,C051,SUP009,2024-10-01,17,通常,2024-10-01
LT000659,C051,SUP009,2025-01-01,15,工場増強,2025-01-01
LT000660,C051,SUP009,2025-04-01,17,ファウンドリ不足,2025-04-01
LT000661,C051,SUP009,2025-07-01,14,通常,2025-07-01
LT000662,C051,SUP009,2025-10-01,14,通常,2025-10-01
LT000663,C051,SUP009,2026-01-01,14,増産効果,2026-01-01
LT_INT_001200,C051,SUP009,2023-02-01,35,月次更新,2023-02-01
LT_INT_001201,C051,SUP009,2023-03-01,31,月次更新,2023-03-01
LT_INT_001202,C051,SUP009,2023-05-01,27,月次更新,2023-05-01
LT_INT_001203,C051,SUP009,2023-06-01,28,月次更新,2023-06-01
LT_INT_001204,C051,SUP009,2023-08-01,25,月次更新,2023-08-01
LT_INT_001205,C051,SUP009,2023-09-01,23,月次更新,2023-09-01
LT_INT_001206,C051,SUP009,2023-11-01,20,月次更新,2023-11-01
LT_INT_001207,C051,SUP009,2023-12-01,21,月次更新,2023-12-01
LT_INT_001208,C051,SUP009,2024-02-01,18,月次更新,2024-02-01
LT_INT_001209,C051,SUP009,2024-03-01,18,月次更新,2024-03-01
LT_INT_001210,C051,SUP009,2024-05-01,19,月次更新,2024-05-01
LT_INT_001211,C051,SUP009,2024-06-01,19,月次更新,2024-06-01
LT_INT_001212,C051,SUP009,2024-08-01,16,月次更新,2024-08-01
LT_INT_001213,C051,SUP009,2024-09-01,18,月次更新,2024-09-01
LT_INT_001214,C051,SUP009,2024-11-01,16,月次更新,2024-11-01
LT_INT_001215,C051,SUP009,2024-12-01,15,月次更新,2024-12-01
LT_INT_001216,C051,SUP009,2025-02-01,16,月次更新,2025-02-01
LT_INT_001217,C051,SUP009,2025-03-01,17,月次更新,2025-03-01
LT_INT_001218,C051,SUP009,2025-05-01,16,月次更新,2025-05-01
LT_INT_001219,C051,SUP009,2025-06-01,18,月次更新,2025-06-01
LT_INT_001220,C051,SUP009,2025-08-01,14,月次更新,2025-08-01
LT_INT_001221,C051,SUP009,2025-09-01,14,月次更新,2025-09-01
LT_INT_001222,C051,SUP009,2025-11-01,14,月次更新,2025-11-01
LT_INT_001223,C051,SUP009,2025-12-01,14,月次更新,2025-12-01
LT000664,C052,SUP009,2023-01-01,37,初回登録,2023-01-01
LT000665,C052,SUP009,2023-04-01,32,需給改善,2023-04-01
LT000666,C052,SUP009,2023-07-01,26,工場増強,2023-07-01
LT000667,C052,SUP009,2023-10-01,22,需給改善,2023-10-01
LT000668,C052,SUP009,2024-01-01,20,通常,2024-01-01
LT000669,C052,SUP009,2024-04-01,19,通常,2024-04-01
LT000670,C052,SUP009,2024-07-01,17,増産効果,2024-07-01
LT000671,C052,SUP009,2024-10-01,18,通常,2024-10-01
LT000672,C052,SUP009,2025-01-01,15,増産効果,2025-01-01
LT000673,C052,SUP009,2025-04-01,16,通常,2025-04-01
LT000674,C052,SUP009,2025-07-01,16,ファウンドリ不足,2025-07-01
LT000675,C052,SUP009,2025-10-01,16,通常,2025-10-01
LT000676,C052,SUP009,2026-01-01,16,通常,2026-01-01
LT_INT_001224,C052,SUP009,2023-02-01,34,月次更新,2023-02-01
LT_INT_001225,C052,SUP009,2023-03-01,33,月次更新,2023-03-01
LT_INT_001226,C052,SUP009,2023-05-01,31,月次更新,2023-05-01
LT_INT_001227,C052,SUP009,2023-06-01,28,月次更新,2023-06-01
LT_INT_001228,C052,SUP009,2023-08-01,23,月次更新,2023-08-01
LT_INT_001229,C052,SUP009,2023-09-01,22,月次更新,2023-09-01
LT_INT_001230,C052,SUP009,2023-11-01,22,月次更新,2023-11-01
LT_INT_001231,C052,SUP009,2023-12-01,19,月次更新,2023-12-01
LT_INT_001232,C052,SUP009,2024-02-01,20,月次更新,2024-02-01
LT_INT_001233,C052,SUP009,2024-03-01,19,月次更新,2024-03-01
LT_INT_001234,C052,SUP009,2024-05-01,19,月次更新,2024-05-01
LT_INT_001235,C052,SUP009,2024-06-01,18,月次更新,2024-06-01
LT_INT_001236,C052,SUP009,2024-08-01,16,月次更新,2024-08-01
LT_INT_001237,C052,SUP009,2024-09-01,16,月次更新,2024-09-01
LT_INT_001238,C052,SUP009,2024-11-01,18,月次更新,2024-11-01
LT_INT_001239,C052,SUP009,2024-12-01,15,月次更新,2024-12-01
LT_INT_001240,C052,SUP009,2025-02-01,14,月次更新,2025-02-01
LT_INT_001241,C052,SUP009,2025-03-01,14,月次更新,2025-03-01
LT_INT_001242,C052,SUP009,2025-05-01,17,月次更新,2025-05-01
LT_INT_001243,C052,SUP009,2025-06-01,16,月次更新,2025-06-01
LT_INT_001244,C052,SUP009,2025-08-01,16,月次更新,2025-08-01
LT_INT_001245,C052,SUP009,2025-09-01,16,月次更新,2025-09-01
LT_INT_001246,C052,SUP009,2025-11-01,16,月次更新,2025-11-01
LT_INT_001247,C052,SUP009,2025-12-01,16,月次更新,2025-12-01
LT000677,C053,SUP002,2023-01-01,26,初回登録,2023-01-01
LT000678,C053,SUP002,2023-04-01,23,増産効果,2023-04-01
LT000679,C053,SUP002,2023-07-01,18,増産効果,2023-07-01
LT000680,C053,SUP002,2023-10-01,17,通常,2023-10-01
LT000681,C053,SUP002,2024-01-01,16,通常,2024-01-01
LT000682,C053,SUP002,2024-04-01,14,工場増強,2024-04-01
LT000683,C053,SUP002,2024-07-01,13,通常,2024-07-01
LT000684,C053,SUP002,2024-10-01,13,通常,2024-10-01
LT000685,C053,SUP002,2025-01-01,12,通常,2025-01-01
LT000686,C053,SUP002,2025-04-01,13,通常,2025-04-01
LT000687,C053,SUP002,2025-07-01,11,通常,2025-07-01
LT000688,C053,SUP002,2025-10-01,11,通常,2025-10-01
LT000689,C053,SUP002,2026-01-01,11,通常,2026-01-01
LT_INT_001248,C053,SUP002,2023-02-01,24,月次更新,2023-02-01
LT_INT_001249,C053,SUP002,2023-03-01,25,月次更新,2023-03-01
LT_INT_001250,C053,SUP002,2023-05-01,22,月次更新,2023-05-01
LT_INT_001251,C053,SUP002,2023-06-01,18,月次更新,2023-06-01
LT_INT_001252,C053,SUP002,2023-08-01,17,月次更新,2023-08-01
LT_INT_001253,C053,SUP002,2023-09-01,16,月次更新,2023-09-01
LT_INT_001254,C053,SUP002,2023-11-01,15,月次更新,2023-11-01
LT_INT_001255,C053,SUP002,2023-12-01,16,月次更新,2023-12-01
LT_INT_001256,C053,SUP002,2024-02-01,16,月次更新,2024-02-01
LT_INT_001257,C053,SUP002,2024-03-01,13,月次更新,2024-03-01
LT_INT_001258,C053,SUP002,2024-05-01,14,月次更新,2024-05-01
LT_INT_001259,C053,SUP002,2024-06-01,14,月次更新,2024-06-01
LT_INT_001260,C053,SUP002,2024-08-01,13,月次更新,2024-08-01
LT_INT_001261,C053,SUP002,2024-09-01,13,月次更新,2024-09-01
LT_INT_001262,C053,SUP002,2024-11-01,13,月次更新,2024-11-01
LT_INT_001263,C053,SUP002,2024-12-01,11,月次更新,2024-12-01
LT_INT_001264,C053,SUP002,2025-02-01,13,月次更新,2025-02-01
LT_INT_001265,C053,SUP002,2025-03-01,11,月次更新,2025-03-01
LT_INT_001266,C053,SUP002,2025-05-01,11,月次更新,2025-05-01
LT_INT_001267,C053,SUP002,2025-06-01,12,月次更新,2025-06-01
LT_INT_001268,C053,SUP002,2025-08-01,11,月次更新,2025-08-01
LT_INT_001269,C053,SUP002,2025-09-01,11,月次更新,2025-09-01
LT_INT_001270,C053,SUP002,2025-11-01,11,月次更新,2025-11-01
LT_INT_001271,C053,SUP002,2025-12-01,11,月次更新,2025-12-01
LT000690,C054,SUP002,2023-01-01,30,初回登録,2023-01-01
LT000691,C054,SUP002,2023-04-01,24,需給改善,2023-04-01
LT000692,C054,SUP002,2023-07-01,22,通常,2023-07-01
LT000693,C054,SUP002,2023-10-01,18,需給改善,2023-10-01
LT000694,C054,SUP002,2024-01-01,19,通常,2024-01-01
LT000695,C054,SUP002,2024-04-01,18,通常,2024-04-01
LT000696,C054,SUP002,2024-07-01,14,物流混雑緩和,2024-07-01
LT000697,C054,SUP002,2024-10-01,14,通常,2024-10-01
LT000698,C054,SUP002,2025-01-01,15,通常,2025-01-01
LT000699,C054,SUP002,2025-04-01,14,通常,2025-04-01
LT000700,C054,SUP002,2025-07-01,13,通常,2025-07-01
LT000701,C054,SUP002,2025-10-01,13,通常,2025-10-01
LT000702,C054,SUP002,2026-01-01,13,増産効果,2026-01-01
LT_INT_001272,C054,SUP002,2023-02-01,27,月次更新,2023-02-01
LT_INT_001273,C054,SUP002,2023-03-01,25,月次更新,2023-03-01
LT_INT_001274,C054,SUP002,2023-05-01,23,月次更新,2023-05-01
LT_INT_001275,C054,SUP002,2023-06-01,23,月次更新,2023-06-01
LT_INT_001276,C054,SUP002,2023-08-01,20,月次更新,2023-08-01
LT_INT_001277,C054,SUP002,2023-09-01,19,月次更新,2023-09-01
LT_INT_001278,C054,SUP002,2023-11-01,17,月次更新,2023-11-01
LT_INT_001279,C054,SUP002,2023-12-01,17,月次更新,2023-12-01
LT_INT_001280,C054,SUP002,2024-02-01,19,月次更新,2024-02-01
LT_INT_001281,C054,SUP002,2024-03-01,17,月次更新,2024-03-01
LT_INT_001282,C054,SUP002,2024-05-01,15,月次更新,2024-05-01
LT_INT_001283,C054,SUP002,2024-06-01,15,月次更新,2024-06-01
