forecast_id,product_id,customer_id,forecast_month,forecast_qty,forecast_accuracy,created_at
FC000693,P018,CUS004,2025-06-01 00:00:00,660,0.6736,2025-05-11
FC000694,P018,CUS004,2025-07-01 00:00:00,724,0.5703,2025-06-06
FC000695,P018,CUS004,2025-08-01 00:00:00,530,0.6128,2025-07-11
FC000696,P018,CUS004,2025-09-01 00:00:00,613,0.5612,2025-07-31
FC000697,P018,CUS004,2025-10-01 00:00:00,535,0.6437,2025-09-02
FC000698,P018,CUS004,2025-11-01 00:00:00,474,0.5542,2025-10-12
FC000699,P018,CUS004,2025-12-01 00:00:00,473,0.5557,2025-11-01
FC000700,P018,CUS004,2026-01-01 00:00:00,554,0.6841,2025-11-22
FC000701,P018,CUS004,2026-02-01 00:00:00,486,0.7011,2025-12-27
FC000702,P018,CUS004,2026-03-01 00:00:00,565,0.7535,2026-02-03
FC000703,P019,CUS004,2023-01-01 00:00:00,407,0.5202,2022-11-20
FC000704,P019,CUS004,2023-02-01 00:00:00,516,0.6265,2022-12-20
FC000705,P019,CUS004,2023-03-01 00:00:00,485,0.6319,2023-02-03
FC000706,P019,CUS004,2023-04-01 00:00:00,573,0.5822,2023-02-20
FC000707,P019,CUS004,2023-05-01 00:00:00,640,0.5673,2023-04-09
FC000708,P019,CUS004,2023-06-01 00:00:00,531,0.6565,2023-05-09
FC000709,P019,CUS004,2023-07-01 00:00:00,585,0.5986,2023-06-04
FC000710,P019,CUS004,2023-08-01 00:00:00,571,0.634,2023-06-30
FC000711,P019,CUS004,2023-09-01 00:00:00,518,0.5772,2023-08-03
FC000712,P019,CUS004,2023-10-01 00:00:00,538,0.535,2023-08-24
FC000713,P019,CUS004,2023-11-01 00:00:00,500,0.5471,2023-10-11
FC000714,P019,CUS004,2023-12-01 00:00:00,442,0.5602,2023-10-28
FC000715,P019,CUS004,2024-01-01 00:00:00,438,0.5821,2023-11-20
FC000716,P019,CUS004,2024-02-01 00:00:00,517,0.6442,2023-12-21
FC000717,P019,CUS004,2024-03-01 00:00:00,589,0.6042,2024-01-22
FC000718,P019,CUS004,2024-04-01 00:00:00,629,0.6826,2024-03-08
FC000719,P019,CUS004,2024-05-01 00:00:00,540,0.5507,2024-03-31
FC000720,P019,CUS004,2024-06-01 00:00:00,611,0.6304,2024-04-25
FC000721,P019,CUS004,2024-07-01 00:00:00,664,0.5369,2024-06-05
FC000722,P019,CUS004,2024-08-01 00:00:00,528,0.6644,2024-06-21
FC000723,P019,CUS004,2024-09-01 00:00:00,532,0.5734,2024-07-29
FC000724,P019,CUS004,2024-10-01 00:00:00,411,0.5023,2024-08-31
FC000725,P019,CUS004,2024-11-01 00:00:00,506,0.6186,2024-09-25
FC000726,P019,CUS004,2024-12-01 00:00:00,476,0.6149,2024-11-05
FC000727,P019,CUS004,2025-01-01 00:00:00,447,0.6352,2024-11-26
FC000728,P019,CUS004,2025-02-01 00:00:00,487,0.5269,2024-12-22
FC000729,P019,CUS004,2025-03-01 00:00:00,555,0.6555,2025-01-24
FC000730,P019,CUS004,2025-04-01 00:00:00,640,0.6201,2025-03-11
FC000731,P019,CUS004,2025-05-01 00:00:00,556,0.6753,2025-04-10
FC000732,P019,CUS004,2025-06-01 00:00:00,642,0.5877,2025-04-21
FC000733,P019,CUS004,2025-07-01 00:00:00,643,0.5216,2025-06-11
FC000734,P019,CUS004,2025-08-01 00:00:00,517,0.6333,2025-06-24
FC000735,P019,CUS004,2025-09-01 00:00:00,589,0.7036,2025-07-26
FC000736,P019,CUS004,2025-10-01 00:00:00,527,0.5827,2025-09-09
FC000737,P019,CUS004,2025-11-01 00:00:00,522,0.6175,2025-10-07
FC000738,P019,CUS004,2025-12-01 00:00:00,466,0.7435,2025-10-18
FC000739,P019,CUS004,2026-01-01 00:00:00,442,0.686,2025-12-01
FC000740,P019,CUS004,2026-02-01 00:00:00,462,0.7186,2025-12-31
FC000741,P019,CUS004,2026-03-01 00:00:00,462,0.7782,2026-02-07
FC000742,P020,CUS004,2023-01-01 00:00:00,422,0.6755,2022-11-25
FC000743,P020,CUS004,2023-02-01 00:00:00,472,0.6411,2022-12-26
FC000744,P020,CUS004,2023-03-01 00:00:00,517,0.5809,2023-02-05
FC000745,P020,CUS004,2023-04-01 00:00:00,494,0.5752,2023-03-12
FC000746,P020,CUS004,2023-05-01 00:00:00,496,0.6521,2023-03-28
FC000747,P020,CUS004,2023-06-01 00:00:00,511,0.6079,2023-05-05
FC000748,P020,CUS004,2023-07-01 00:00:00,481,0.6599,2023-05-31
FC000749,P020,CUS004,2023-08-01 00:00:00,519,0.5628,2023-06-18
FC000750,P020,CUS004,2023-09-01 00:00:00,490,0.5198,2023-07-18
FC000751,P020,CUS004,2023-10-01 00:00:00,410,0.6436,2023-09-11
FC000752,P020,CUS004,2023-11-01 00:00:00,373,0.7199,2023-10-10
FC000753,P020,CUS004,2023-12-01 00:00:00,410,0.6072,2023-10-20
FC000754,P020,CUS004,2024-01-01 00:00:00,419,0.5927,2023-12-05
FC000755,P020,CUS004,2024-02-01 00:00:00,439,0.5464,2024-01-06
FC000756,P020,CUS004,2024-03-01 00:00:00,440,0.5215,2024-01-17
FC000757,P020,CUS004,2024-04-01 00:00:00,562,0.5505,2024-02-18
FC000758,P020,CUS004,2024-05-01 00:00:00,562,0.6716,2024-03-24
FC000759,P020,CUS004,2024-06-01 00:00:00,501,0.6458,2024-05-03
FC000760,P020,CUS004,2024-07-01 00:00:00,509,0.5052,2024-05-21
FC000761,P020,CUS004,2024-08-01 00:00:00,479,0.6707,2024-06-25
FC000762,P020,CUS004,2024-09-01 00:00:00,481,0.5588,2024-07-20
FC000763,P020,CUS004,2024-10-01 00:00:00,495,0.5635,2024-08-27
FC000764,P020,CUS004,2024-11-01 00:00:00,401,0.7176,2024-10-01
FC000765,P020,CUS004,2024-12-01 00:00:00,464,0.7012,2024-11-01
FC000766,P020,CUS004,2025-01-01 00:00:00,410,0.5292,2024-11-29
FC000767,P020,CUS004,2025-02-01 00:00:00,478,0.6755,2024-12-28
FC000768,P020,CUS004,2025-03-01 00:00:00,526,0.6274,2025-02-02
FC000769,P020,CUS004,2025-04-01 00:00:00,513,0.5241,2025-03-11
FC000770,P020,CUS004,2025-05-01 00:00:00,630,0.633,2025-03-29
FC000771,P020,CUS004,2025-06-01 00:00:00,551,0.6645,2025-05-06
FC000772,P020,CUS004,2025-07-01 00:00:00,557,0.5877,2025-06-09
FC000773,P020,CUS004,2025-08-01 00:00:00,614,0.619,2025-06-19
FC000774,P020,CUS004,2025-09-01 00:00:00,467,0.6336,2025-08-11
FC000775,P020,CUS004,2025-10-01 00:00:00,460,0.5502,2025-09-09
FC000776,P020,CUS004,2025-11-01 00:00:00,493,0.6073,2025-09-18
FC000777,P020,CUS004,2025-12-01 00:00:00,387,0.5773,2025-11-05
FC000778,P020,CUS004,2026-01-01 00:00:00,415,0.7795,2025-12-02
FC000779,P020,CUS004,2026-02-01 00:00:00,445,0.6321,2026-01-06
FC000780,P020,CUS004,2026-03-01 00:00:00,596,0.6877,2026-02-06
FC000781,P021,CUS005,2023-01-01 00:00:00,735,0.5759,2022-11-20
FC000782,P021,CUS005,2023-02-01 00:00:00,641,0.5131,2023-01-05
FC000783,P021,CUS005,2023-03-01 00:00:00,735,0.6554,2023-01-23
FC000784,P021,CUS005,2023-04-01 00:00:00,871,0.7041,2023-03-03
FC000785,P021,CUS005,2023-05-01 00:00:00,954,0.5076,2023-04-08
FC000786,P021,CUS005,2023-06-01 00:00:00,1075,0.6885,2023-04-19
FC000787,P021,CUS005,2023-07-01 00:00:00,821,0.575,2023-05-31
FC000788,P021,CUS005,2023-08-01 00:00:00,949,0.5969,2023-07-11
FC000789,P021,CUS005,2023-09-01 00:00:00,815,0.6537,2023-08-04
FC000790,P021,CUS005,2023-10-01 00:00:00,781,0.6873,2023-08-24
FC000791,P021,CUS005,2023-11-01 00:00:00,698,0.5511,2023-10-02
FC000792,P021,CUS005,2023-12-01 00:00:00,708,0.6188,2023-10-24
FC000793,P021,CUS005,2024-01-01 00:00:00,793,0.5854,2023-11-21
FC000794,P021,CUS005,2024-02-01 00:00:00,742,0.6297,2023-12-19
FC000795,P021,CUS005,2024-03-01 00:00:00,955,0.5182,2024-01-26
FC000796,P021,CUS005,2024-04-01 00:00:00,767,0.5387,2024-02-18
FC000797,P021,CUS005,2024-05-01 00:00:00,1008,0.7077,2024-03-27
FC000798,P021,CUS005,2024-06-01 00:00:00,968,0.6317,2024-04-25
FC000799,P021,CUS005,2024-07-01 00:00:00,1201,0.5034,2024-06-09
FC000800,P021,CUS005,2024-08-01 00:00:00,943,0.5988,2024-06-21
FC000801,P021,CUS005,2024-09-01 00:00:00,898,0.6865,2024-07-23
FC000802,P021,CUS005,2024-10-01 00:00:00,828,0.5655,2024-08-20
FC000803,P021,CUS005,2024-11-01 00:00:00,805,0.6222,2024-10-11
FC000804,P021,CUS005,2024-12-01 00:00:00,798,0.6029,2024-10-21
FC000805,P021,CUS005,2025-01-01 00:00:00,910,0.711,2024-12-12
FC000806,P021,CUS005,2025-02-01 00:00:00,776,0.6476,2024-12-26
FC000807,P021,CUS005,2025-03-01 00:00:00,894,0.7032,2025-01-23
FC000808,P021,CUS005,2025-04-01 00:00:00,984,0.5836,2025-03-12
FC000809,P021,CUS005,2025-05-01 00:00:00,902,0.5544,2025-04-06
FC000810,P021,CUS005,2025-06-01 00:00:00,1048,0.5792,2025-05-09
FC000811,P021,CUS005,2025-07-01 00:00:00,974,0.6125,2025-06-03
FC000812,P021,CUS005,2025-08-01 00:00:00,978,0.5324,2025-07-04
FC000813,P021,CUS005,2025-09-01 00:00:00,929,0.6352,2025-07-29
FC000814,P021,CUS005,2025-10-01 00:00:00,827,0.5989,2025-08-20
FC000815,P021,CUS005,2025-11-01 00:00:00,820,0.6281,2025-09-22
FC000816,P021,CUS005,2025-12-01 00:00:00,884,0.553,2025-10-22
FC000817,P021,CUS005,2026-01-01 00:00:00,812,0.7047,2025-11-25
FC000818,P021,CUS005,2026-02-01 00:00:00,833,0.6934,2025-12-23
FC000819,P021,CUS005,2026-03-01 00:00:00,982,0.7072,2026-01-27
FC000820,P022,CUS005,2023-01-01 00:00:00,683,0.693,2022-12-09
FC000821,P022,CUS005,2023-02-01 00:00:00,829,0.713,2022-12-21
FC000822,P022,CUS005,2023-03-01 00:00:00,701,0.5853,2023-01-25
FC000823,P022,CUS005,2023-04-01 00:00:00,829,0.5228,2023-03-04
FC000824,P022,CUS005,2023-05-01 00:00:00,1057,0.6212,2023-03-24
FC000825,P022,CUS005,2023-06-01 00:00:00,889,0.6755,2023-05-12
FC000826,P022,CUS005,2023-07-01 00:00:00,863,0.5387,2023-05-24
FC000827,P022,CUS005,2023-08-01 00:00:00,938,0.6512,2023-07-10
FC000828,P022,CUS005,2023-09-01 00:00:00,895,0.514,2023-07-25
FC000829,P022,CUS005,2023-10-01 00:00:00,750,0.5664,2023-08-25
FC000830,P022,CUS005,2023-11-01 00:00:00,808,0.6629,2023-09-18
FC000831,P022,CUS005,2023-12-01 00:00:00,681,0.6177,2023-11-09
FC000832,P022,CUS005,2024-01-01 00:00:00,606,0.6658,2023-12-01
FC000833,P022,CUS005,2024-02-01 00:00:00,813,0.6061,2024-01-02
FC000834,P022,CUS005,2024-03-01 00:00:00,839,0.5852,2024-01-22
FC000835,P022,CUS005,2024-04-01 00:00:00,947,0.6055,2024-03-12
FC000836,P022,CUS005,2024-05-01 00:00:00,906,0.5632,2024-03-17
FC000837,P022,CUS005,2024-06-01 00:00:00,1034,0.5386,2024-04-30
FC000838,P022,CUS005,2024-07-01 00:00:00,928,0.5341,2024-05-21
FC000839,P022,CUS005,2024-08-01 00:00:00,830,0.6701,2024-07-03
FC000840,P022,CUS005,2024-09-01 00:00:00,796,0.6837,2024-07-21
FC000841,P022,CUS005,2024-10-01 00:00:00,813,0.7141,2024-08-17
FC000842,P022,CUS005,2024-11-01 00:00:00,747,0.6703,2024-09-19
FC000843,P022,CUS005,2024-12-01 00:00:00,670,0.6367,2024-11-02
FC000844,P022,CUS005,2025-01-01 00:00:00,765,0.6613,2024-11-18
FC000845,P022,CUS005,2025-02-01 00:00:00,774,0.6216,2024-12-29
FC000846,P022,CUS005,2025-03-01 00:00:00,880,0.6258,2025-01-24
FC000847,P022,CUS005,2025-04-01 00:00:00,896,0.5922,2025-03-10
FC000848,P022,CUS005,2025-05-01 00:00:00,969,0.5396,2025-03-17
FC000849,P022,CUS005,2025-06-01 00:00:00,944,0.6232,2025-04-30
FC000850,P022,CUS005,2025-07-01 00:00:00,1032,0.6812,2025-05-19
FC000851,P022,CUS005,2025-08-01 00:00:00,1050,0.6337,2025-06-24
FC000852,P022,CUS005,2025-09-01 00:00:00,771,0.6942,2025-07-22
FC000853,P022,CUS005,2025-10-01 00:00:00,770,0.7045,2025-08-27
FC000854,P022,CUS005,2025-11-01 00:00:00,773,0.7087,2025-10-07
FC000855,P022,CUS005,2025-12-01 00:00:00,679,0.6292,2025-11-09
FC000856,P022,CUS005,2026-01-01 00:00:00,780,0.6411,2025-12-05
FC000857,P022,CUS005,2026-02-01 00:00:00,791,0.7793,2025-12-29
FC000858,P022,CUS005,2026-03-01 00:00:00,792,0.7876,2026-01-31
FC000859,P023,CUS005,2023-01-01 00:00:00,324,0.5378,2022-12-02
FC000860,P023,CUS005,2023-02-01 00:00:00,431,0.6273,2022-12-30
FC000861,P023,CUS005,2023-03-01 00:00:00,454,0.5787,2023-02-05
FC000862,P023,CUS005,2023-04-01 00:00:00,394,0.5459,2023-02-21
FC000863,P023,CUS005,2023-05-01 00:00:00,510,0.5191,2023-03-30
FC000864,P023,CUS005,2023-06-01 00:00:00,487,0.7142,2023-05-03
FC000865,P023,CUS005,2023-07-01 00:00:00,483,0.5756,2023-05-17
FC000866,P023,CUS005,2023-08-01 00:00:00,413,0.5621,2023-06-30
FC000867,P023,CUS005,2023-09-01 00:00:00,423,0.5631,2023-07-25
FC000868,P023,CUS005,2023-10-01 00:00:00,459,0.5354,2023-08-25
FC000869,P023,CUS005,2023-11-01 00:00:00,403,0.6929,2023-09-19
FC000870,P023,CUS005,2023-12-01 00:00:00,419,0.5274,2023-10-20
FC000871,P023,CUS005,2024-01-01 00:00:00,396,0.6886,2023-12-10
FC000872,P023,CUS005,2024-02-01 00:00:00,465,0.5415,2023-12-18
FC000873,P023,CUS005,2024-03-01 00:00:00,457,0.6691,2024-02-01
FC000874,P023,CUS005,2024-04-01 00:00:00,422,0.6002,2024-02-20
FC000875,P023,CUS005,2024-05-01 00:00:00,527,0.6829,2024-03-28
FC000876,P023,CUS005,2024-06-01 00:00:00,549,0.6467,2024-04-27
FC000877,P023,CUS005,2024-07-01 00:00:00,462,0.5098,2024-05-20
FC000878,P023,CUS005,2024-08-01 00:00:00,459,0.551,2024-07-11
FC000879,P023,CUS005,2024-09-01 00:00:00,459,0.5552,2024-07-26
FC000880,P023,CUS005,2024-10-01 00:00:00,387,0.632,2024-09-09
FC000881,P023,CUS005,2024-11-01 00:00:00,412,0.5568,2024-10-07
FC000882,P023,CUS005,2024-12-01 00:00:00,400,0.5232,2024-11-10
FC000883,P023,CUS005,2025-01-01 00:00:00,354,0.6944,2024-11-18
FC000884,P023,CUS005,2025-02-01 00:00:00,403,0.6663,2024-12-18
FC000885,P023,CUS005,2025-03-01 00:00:00,453,0.5707,2025-01-24
FC000886,P023,CUS005,2025-04-01 00:00:00,496,0.6821,2025-02-23
FC000887,P023,CUS005,2025-05-01 00:00:00,472,0.5298,2025-03-30
FC000888,P023,CUS005,2025-06-01 00:00:00,504,0.6109,2025-04-21
FC000889,P023,CUS005,2025-07-01 00:00:00,481,0.5827,2025-06-11
FC000890,P023,CUS005,2025-08-01 00:00:00,474,0.6548,2025-07-03
FC000891,P023,CUS005,2025-09-01 00:00:00,383,0.6338,2025-07-20
FC000892,P023,CUS005,2025-10-01 00:00:00,476,0.64,2025-09-02
FC000893,P023,CUS005,2025-11-01 00:00:00,375,0.6015,2025-10-01
FC000894,P023,CUS005,2025-12-01 00:00:00,445,0.7093,2025-10-28
FC000895,P023,CUS005,2026-01-01 00:00:00,403,0.709,2025-12-11
FC000896,P023,CUS005,2026-02-01 00:00:00,398,0.7623,2026-01-09
FC000897,P023,CUS005,2026-03-01 00:00:00,507,0.7125,2026-01-15
FC000898,P024,CUS005,2023-01-01 00:00:00,451,0.6057,2022-12-05
FC000899,P024,CUS005,2023-02-01 00:00:00,428,0.6462,2022-12-30
FC000900,P024,CUS005,2023-03-01 00:00:00,511,0.5231,2023-02-02
FC000901,P024,CUS005,2023-04-01 00:00:00,575,0.6452,2023-02-19
FC000902,P024,CUS005,2023-05-01 00:00:00,523,0.5483,2023-04-11
FC000903,P024,CUS005,2023-06-01 00:00:00,591,0.6922,2023-04-29
FC000904,P024,CUS005,2023-07-01 00:00:00,493,0.6352,2023-05-20
FC000905,P024,CUS005,2023-08-01 00:00:00,571,0.7014,2023-06-17
FC000906,P024,CUS005,2023-09-01 00:00:00,559,0.5521,2023-08-09
FC000907,P024,CUS005,2023-10-01 00:00:00,502,0.5698,2023-09-05
FC000908,P024,CUS005,2023-11-01 00:00:00,416,0.5222,2023-10-04
FC000909,P024,CUS005,2023-12-01 00:00:00,430,0.6537,2023-11-01
FC000910,P024,CUS005,2024-01-01 00:00:00,425,0.6459,2023-11-23
FC000911,P024,CUS005,2024-02-01 00:00:00,478,0.6595,2023-12-29
FC000912,P024,CUS005,2024-03-01 00:00:00,548,0.7124,2024-01-20
FC000913,P024,CUS005,2024-04-01 00:00:00,566,0.5501,2024-03-10
FC000914,P024,CUS005,2024-05-01 00:00:00,568,0.6228,2024-04-01
FC000915,P024,CUS005,2024-06-01 00:00:00,651,0.6971,2024-04-20
FC000916,P024,CUS005,2024-07-01 00:00:00,639,0.5435,2024-05-30
FC000917,P024,CUS005,2024-08-01 00:00:00,561,0.5626,2024-07-07
FC000918,P024,CUS005,2024-09-01 00:00:00,555,0.6881,2024-07-26
FC000919,P024,CUS005,2024-10-01 00:00:00,484,0.6152,2024-08-25
FC000920,P024,CUS005,2024-11-01 00:00:00,424,0.5725,2024-10-03
FC000921,P024,CUS005,2024-12-01 00:00:00,487,0.6021,2024-11-10
FC000922,P024,CUS005,2025-01-01 00:00:00,504,0.5798,2024-12-12
FC000923,P024,CUS005,2025-02-01 00:00:00,483,0.71,2024-12-26
FC000924,P024,CUS005,2025-03-01 00:00:00,556,0.6184,2025-01-25
FC000925,P024,CUS005,2025-04-01 00:00:00,549,0.6068,2025-02-26
FC000926,P024,CUS005,2025-05-01 00:00:00,660,0.5653,2025-04-09
FC000927,P024,CUS005,2025-06-01 00:00:00,557,0.6683,2025-05-11
FC000928,P024,CUS005,2025-07-01 00:00:00,596,0.6683,2025-05-25
FC000929,P024,CUS005,2025-08-01 00:00:00,583,0.6688,2025-06-18
FC000930,P024,CUS005,2025-09-01 00:00:00,638,0.542,2025-07-26
FC000931,P024,CUS005,2025-10-01 00:00:00,467,0.6779,2025-08-25
FC000932,P024,CUS005,2025-11-01 00:00:00,488,0.6094,2025-10-01
FC000933,P024,CUS005,2025-12-01 00:00:00,419,0.664,2025-10-28
FC000934,P024,CUS005,2026-01-01 00:00:00,477,0.7444,2025-11-29
FC000935,P024,CUS005,2026-02-01 00:00:00,591,0.7312,2026-01-03
FC000936,P024,CUS005,2026-03-01 00:00:00,623,0.7525,2026-02-08
FC000937,P025,CUS005,2023-01-01 00:00:00,536,0.6227,2022-12-09
FC000938,P025,CUS005,2023-02-01 00:00:00,700,0.637,2023-01-05
FC000939,P025,CUS005,2023-03-01 00:00:00,700,0.6578,2023-01-18
FC000940,P025,CUS005,2023-04-01 00:00:00,823,0.7028,2023-02-27
FC000941,P025,CUS005,2023-05-01 00:00:00,787,0.6498,2023-04-05
FC000942,P025,CUS005,2023-06-01 00:00:00,816,0.6173,2023-04-24
FC000943,P025,CUS005,2023-07-01 00:00:00,745,0.6321,2023-06-01
FC000944,P025,CUS005,2023-08-01 00:00:00,778,0.6783,2023-07-03
FC000945,P025,CUS005,2023-09-01 00:00:00,679,0.6673,2023-07-22
FC000946,P025,CUS005,2023-10-01 00:00:00,679,0.5015,2023-09-07
FC000947,P025,CUS005,2023-11-01 00:00:00,686,0.6641,2023-10-04
FC000948,P025,CUS005,2023-12-01 00:00:00,572,0.6357,2023-11-07
FC000949,P025,CUS005,2024-01-01 00:00:00,599,0.6313,2023-12-02
FC000950,P025,CUS005,2024-02-01 00:00:00,621,0.5063,2023-12-19
FC000951,P025,CUS005,2024-03-01 00:00:00,733,0.6058,2024-01-21
FC000952,P025,CUS005,2024-04-01 00:00:00,706,0.5094,2024-02-28
FC000953,P025,CUS005,2024-05-01 00:00:00,779,0.6459,2024-03-18
FC000954,P025,CUS005,2024-06-01 00:00:00,832,0.677,2024-04-26
FC000955,P025,CUS005,2024-07-01 00:00:00,802,0.5178,2024-05-28
FC000956,P025,CUS005,2024-08-01 00:00:00,671,0.5858,2024-07-02
FC000957,P025,CUS005,2024-09-01 00:00:00,613,0.6442,2024-08-10
FC000958,P025,CUS005,2024-10-01 00:00:00,609,0.5545,2024-08-28
FC000959,P025,CUS005,2024-11-01 00:00:00,573,0.5375,2024-09-17
FC000960,P025,CUS005,2024-12-01 00:00:00,555,0.6399,2024-11-05
FC000961,P025,CUS005,2025-01-01 00:00:00,720,0.6869,2024-12-02
FC000962,P025,CUS005,2025-02-01 00:00:00,650,0.6603,2025-01-02
FC000963,P025,CUS005,2025-03-01 00:00:00,696,0.6089,2025-01-15
FC000964,P025,CUS005,2025-04-01 00:00:00,773,0.7175,2025-02-19
FC000965,P025,CUS005,2025-05-01 00:00:00,826,0.6923,2025-03-28
FC000966,P025,CUS005,2025-06-01 00:00:00,821,0.6244,2025-05-07
FC000967,P025,CUS005,2025-07-01 00:00:00,827,0.6915,2025-06-05
FC000968,P025,CUS005,2025-08-01 00:00:00,792,0.6335,2025-07-08
FC000969,P025,CUS005,2025-09-01 00:00:00,775,0.5768,2025-08-04
FC000970,P025,CUS005,2025-10-01 00:00:00,653,0.6718,2025-08-31
FC000971,P025,CUS005,2025-11-01 00:00:00,645,0.7093,2025-10-07
FC000972,P025,CUS005,2025-12-01 00:00:00,681,0.6736,2025-10-22
FC000973,P025,CUS005,2026-01-01 00:00:00,621,0.7466,2025-11-22
FC000974,P025,CUS005,2026-02-01 00:00:00,773,0.6432,2026-01-09
FC000975,P025,CUS005,2026-03-01 00:00:00,818,0.7453,2026-02-02
FC000976,P026,CUS001,2023-01-01 00:00:00,798,0.5543,2022-12-12
FC000977,P026,CUS001,2023-02-01 00:00:00,808,0.6401,2022-12-30
FC000978,P026,CUS001,2023-03-01 00:00:00,794,0.595,2023-01-25
FC000979,P026,CUS001,2023-04-01 00:00:00,1064,0.6651,2023-03-09
FC000980,P026,CUS001,2023-05-01 00:00:00,1083,0.5017,2023-03-31
FC000981,P026,CUS001,2023-06-01 00:00:00,1104,0.6073,2023-04-18
FC000982,P026,CUS001,2023-07-01 00:00:00,1023,0.6526,2023-05-22
FC000983,P026,CUS001,2023-08-01 00:00:00,1050,0.5481,2023-07-12
FC000984,P026,CUS001,2023-09-01 00:00:00,936,0.6713,2023-08-07
FC000985,P026,CUS001,2023-10-01 00:00:00,767,0.514,2023-09-07
FC000986,P026,CUS001,2023-11-01 00:00:00,860,0.685,2023-09-23
FC000987,P026,CUS001,2023-12-01 00:00:00,755,0.6255,2023-11-08
FC000988,P026,CUS001,2024-01-01 00:00:00,705,0.6792,2023-12-09
FC000989,P026,CUS001,2024-02-01 00:00:00,822,0.5541,2024-01-02
FC000990,P026,CUS001,2024-03-01 00:00:00,914,0.7018,2024-02-03
FC000991,P026,CUS001,2024-04-01 00:00:00,1023,0.5953,2024-02-22
FC000992,P026,CUS001,2024-05-01 00:00:00,1121,0.6956,2024-04-02
FC000993,P026,CUS001,2024-06-01 00:00:00,1132,0.584,2024-04-21
FC000994,P026,CUS001,2024-07-01 00:00:00,960,0.6456,2024-06-05
FC000995,P026,CUS001,2024-08-01 00:00:00,942,0.5136,2024-07-03
FC000996,P026,CUS001,2024-09-01 00:00:00,961,0.5447,2024-07-18
FC000997,P026,CUS001,2024-10-01 00:00:00,1044,0.7151,2024-09-08
FC000998,P026,CUS001,2024-11-01 00:00:00,748,0.6222,2024-09-22
FC000999,P026,CUS001,2024-12-01 00:00:00,764,0.7104,2024-10-31
FC001000,P026,CUS001,2025-01-01 00:00:00,808,0.5834,2024-12-08
FC001001,P026,CUS001,2025-02-01 00:00:00,805,0.5852,2024-12-26
FC001002,P026,CUS001,2025-03-01 00:00:00,1086,0.5064,2025-01-16
FC001003,P026,CUS001,2025-04-01 00:00:00,817,0.7148,2025-02-22
FC001004,P026,CUS001,2025-05-01 00:00:00,1170,0.5198,2025-04-03
FC001005,P026,CUS001,2025-06-01 00:00:00,1189,0.6419,2025-04-30
FC001006,P026,CUS001,2025-07-01 00:00:00,1328,0.5505,2025-05-22
FC001007,P026,CUS001,2025-08-01 00:00:00,1042,0.6368,2025-06-30
FC001008,P026,CUS001,2025-09-01 00:00:00,871,0.523,2025-07-26
FC001009,P026,CUS001,2025-10-01 00:00:00,889,0.706,2025-09-09
FC001010,P026,CUS001,2025-11-01 00:00:00,869,0.6025,2025-10-06
FC001011,P026,CUS001,2025-12-01 00:00:00,900,0.5992,2025-10-24
FC001012,P026,CUS001,2026-01-01 00:00:00,876,0.6928,2025-11-22
FC001013,P026,CUS001,2026-02-01 00:00:00,930,0.6366,2025-12-20
FC001014,P026,CUS001,2026-03-01 00:00:00,993,0.7459,2026-02-02
FC001015,P027,CUS001,2023-01-01 00:00:00,544,0.6347,2022-11-23
FC001016,P027,CUS001,2023-02-01 00:00:00,565,0.5149,2022-12-22
FC001017,P027,CUS001,2023-03-01 00:00:00,582,0.6682,2023-01-18
FC001018,P027,CUS001,2023-04-01 00:00:00,549,0.6474,2023-03-12
FC001019,P027,CUS001,2023-05-01 00:00:00,735,0.6767,2023-03-17
FC001020,P027,CUS001,2023-06-01 00:00:00,796,0.7152,2023-05-04
FC001021,P027,CUS001,2023-07-01 00:00:00,684,0.5776,2023-06-03
FC001022,P027,CUS001,2023-08-01 00:00:00,663,0.5968,2023-07-09
FC001023,P027,CUS001,2023-09-01 00:00:00,598,0.681,2023-08-04
FC001024,P027,CUS001,2023-10-01 00:00:00,543,0.5754,2023-09-03
FC001025,P027,CUS001,2023-11-01 00:00:00,509,0.5141,2023-09-28
FC001026,P027,CUS001,2023-12-01 00:00:00,460,0.5809,2023-11-10
FC001027,P027,CUS001,2024-01-01 00:00:00,471,0.719,2023-12-04
FC001028,P027,CUS001,2024-02-01 00:00:00,560,0.6275,2023-12-25
FC001029,P027,CUS001,2024-03-01 00:00:00,596,0.5055,2024-02-10
FC001030,P027,CUS001,2024-04-01 00:00:00,632,0.6944,2024-03-12
FC001031,P027,CUS001,2024-05-01 00:00:00,692,0.517,2024-04-07
FC001032,P027,CUS001,2024-06-01 00:00:00,768,0.5868,2024-05-11
FC001033,P027,CUS001,2024-07-01 00:00:00,578,0.6744,2024-05-29
FC001034,P027,CUS001,2024-08-01 00:00:00,624,0.6623,2024-07-05
FC001035,P027,CUS001,2024-09-01 00:00:00,550,0.7123,2024-08-10
FC001036,P027,CUS001,2024-10-01 00:00:00,610,0.5526,2024-09-08
FC001037,P027,CUS001,2024-11-01 00:00:00,447,0.6145,2024-09-17
FC001038,P027,CUS001,2024-12-01 00:00:00,528,0.5216,2024-11-10
FC001039,P027,CUS001,2025-01-01 00:00:00,559,0.5295,2024-12-03
FC001040,P027,CUS001,2025-02-01 00:00:00,575,0.5918,2025-01-03
FC001041,P027,CUS001,2025-03-01 00:00:00,599,0.5449,2025-02-03
