snapshot_id,component_id,warehouse_id,snapshot_month,stock_qty,safety_stock_qty,replenishment_qty,demand_qty
INV0017463,C045,WH003,2025-07-01,6232,1750,6000,2194
INV0017464,C045,WH004,2025-07-01,5017,1050,4000,1316
INV0017465,C045,WH005,2025-07-01,663,560,0,702
INV0017466,C045,WH006,2025-07-01,1768,420,0,526
INV0017467,C045,WH007,2025-07-01,1816,350,0,438
INV0017468,C045,WH008,2025-07-01,1293,210,0,263
INV0017469,C045,WH009,2025-07-01,469,280,0,351
INV0017470,C045,WH010,2025-07-01,330,280,0,351
INV0017471,C045,WH001,2025-08-01,4383,1400,4000,1579
INV0017472,C045,WH002,2025-08-01,1716,700,0,789
INV0017473,C045,WH003,2025-08-01,4074,1750,0,1973
INV0017474,C045,WH004,2025-08-01,3968,1050,0,1184
INV0017475,C045,WH005,2025-08-01,1887,560,2000,631
INV0017476,C045,WH006,2025-08-01,1302,420,0,473
INV0017477,C045,WH007,2025-08-01,1482,350,0,394
INV0017478,C045,WH008,2025-08-01,1021,210,0,236
INV0017479,C045,WH009,2025-08-01,2168,280,2000,315
INV0017480,C045,WH010,2025-08-01,2156,280,2000,315
INV0017481,C045,WH001,2025-09-01,2720,1400,0,1433
INV0017482,C045,WH002,2025-09-01,1074,700,0,716
INV0017483,C045,WH003,2025-09-01,2285,1750,0,1791
INV0017484,C045,WH004,2025-09-01,2890,1050,0,1074
INV0017485,C045,WH005,2025-09-01,1398,560,0,573
INV0017486,C045,WH006,2025-09-01,899,420,0,429
INV0017487,C045,WH007,2025-09-01,1072,350,0,358
INV0017488,C045,WH008,2025-09-01,811,210,0,214
INV0017489,C045,WH009,2025-09-01,1925,280,0,286
INV0017490,C045,WH010,2025-09-01,1847,280,0,286
INV0017491,C045,WH001,2025-10-01,5693,1400,4000,1340
INV0017492,C045,WH002,2025-10-01,2340,700,2000,670
INV0017493,C045,WH003,2025-10-01,7114,1750,6000,1676
INV0017494,C045,WH004,2025-10-01,1780,1050,0,1005
INV0017495,C045,WH005,2025-10-01,811,560,0,536
INV0017496,C045,WH006,2025-10-01,495,420,0,402
INV0017497,C045,WH007,2025-10-01,709,350,0,335
INV0017498,C045,WH008,2025-10-01,625,210,0,201
INV0017499,C045,WH009,2025-10-01,1615,280,0,268
INV0017500,C045,WH010,2025-10-01,1630,280,0,268
INV0017501,C045,WH001,2025-11-01,4387,1400,0,1277
INV0017502,C045,WH002,2025-11-01,1591,700,0,638
INV0017503,C045,WH003,2025-11-01,5115,1750,0,1596
INV0017504,C045,WH004,2025-11-01,4519,1050,4000,957
INV0017505,C045,WH005,2025-11-01,2276,560,2000,510
INV0017506,C045,WH006,2025-11-01,2148,420,2000,383
INV0017507,C045,WH007,2025-11-01,411,350,0,319
INV0017508,C045,WH008,2025-11-01,432,210,0,191
INV0017509,C045,WH009,2025-11-01,1279,280,0,255
INV0017510,C045,WH010,2025-11-01,1400,280,0,255
INV0017511,C045,WH001,2025-12-01,3337,1400,0,1087
INV0017512,C045,WH002,2025-12-01,971,700,0,543
INV0017513,C045,WH003,2025-12-01,3965,1750,0,1359
INV0017514,C045,WH004,2025-12-01,3499,1050,0,815
INV0017515,C045,WH005,2025-12-01,1907,560,0,434
INV0017516,C045,WH006,2025-12-01,1779,420,0,326
INV0017517,C045,WH007,2025-12-01,2050,350,2000,271
INV0017518,C045,WH008,2025-12-01,277,210,0,163
INV0017519,C045,WH009,2025-12-01,1141,280,0,217
INV0017520,C045,WH010,2025-12-01,1173,280,0,217
INV0017521,C045,WH001,2026-01-01,1999,1400,0,1261
INV0017522,C045,WH002,2026-01-01,2396,700,2000,630
INV0017523,C045,WH003,2026-01-01,2272,1750,0,1577
INV0017524,C045,WH004,2026-01-01,2543,1050,0,946
INV0017525,C045,WH005,2026-01-01,1367,560,0,504
INV0017526,C045,WH006,2026-01-01,1325,420,0,378
INV0017527,C045,WH007,2026-01-01,1848,350,0,315
INV0017528,C045,WH008,2026-01-01,2035,210,2000,189
INV0017529,C045,WH009,2026-01-01,955,280,0,252
INV0017530,C045,WH010,2026-01-01,940,280,0,252
INV0017531,C045,WH001,2026-02-01,4467,1400,4000,1401
INV0017532,C045,WH002,2026-02-01,1594,700,0,700
INV0017533,C045,WH003,2026-02-01,6446,1750,6000,1752
INV0017534,C045,WH004,2026-02-01,1423,1050,0,1051
INV0017535,C045,WH005,2026-02-01,820,560,0,560
INV0017536,C045,WH006,2026-02-01,896,420,0,420
INV0017537,C045,WH007,2026-02-01,1445,350,0,350
INV0017538,C045,WH008,2026-02-01,1727,210,0,210
INV0017539,C045,WH009,2026-02-01,623,280,0,280
INV0017540,C045,WH010,2026-02-01,690,280,0,280
INV0017541,C045,WH001,2026-03-01,3260,1400,0,1419
INV0017542,C045,WH002,2026-03-01,857,700,0,709
INV0017543,C045,WH003,2026-03-01,4940,1750,0,1774
INV0017544,C045,WH004,2026-03-01,4704,1050,4000,1064
INV0017545,C045,WH005,2026-03-01,2419,560,2000,567
INV0017546,C045,WH006,2026-03-01,502,420,0,425
INV0017547,C045,WH007,2026-03-01,1055,350,0,354
INV0017548,C045,WH008,2026-03-01,1590,210,0,212
INV0017549,C045,WH009,2026-03-01,357,280,0,283
INV0017550,C045,WH010,2026-03-01,412,280,0,283
INV0017551,C046,WH001,2023-01-01,3870,912,0,704
INV0017552,C046,WH002,2023-01-01,3077,456,0,352
INV0017553,C046,WH003,2023-01-01,6749,1140,0,880
INV0017554,C046,WH004,2023-01-01,4363,684,0,528
INV0017555,C046,WH005,2023-01-01,2433,364,0,281
INV0017556,C046,WH006,2023-01-01,1341,273,0,211
INV0017557,C046,WH007,2023-01-01,1430,228,0,176
INV0017558,C046,WH008,2023-01-01,1005,136,0,105
INV0017559,C046,WH009,2023-01-01,1377,182,0,140
INV0017560,C046,WH010,2023-01-01,1411,182,0,140
INV0017561,C046,WH001,2023-02-01,2939,912,0,835
INV0017562,C046,WH002,2023-02-01,2828,456,0,417
INV0017563,C046,WH003,2023-02-01,5722,1140,0,1044
INV0017564,C046,WH004,2023-02-01,3536,684,0,626
INV0017565,C046,WH005,2023-02-01,2258,364,0,334
INV0017566,C046,WH006,2023-02-01,1069,273,0,250
INV0017567,C046,WH007,2023-02-01,1217,228,0,208
INV0017568,C046,WH008,2023-02-01,857,136,0,125
INV0017569,C046,WH009,2023-02-01,1191,182,0,167
INV0017570,C046,WH010,2023-02-01,1285,182,0,167
INV0017571,C046,WH001,2023-03-01,2101,912,0,962
INV0017572,C046,WH002,2023-03-01,2484,456,0,481
INV0017573,C046,WH003,2023-03-01,4625,1140,0,1203
INV0017574,C046,WH004,2023-03-01,2965,684,0,721
INV0017575,C046,WH005,2023-03-01,1906,364,0,385
INV0017576,C046,WH006,2023-03-01,789,273,0,288
INV0017577,C046,WH007,2023-03-01,1018,228,0,240
INV0017578,C046,WH008,2023-03-01,681,136,0,144
INV0017579,C046,WH009,2023-03-01,1067,182,0,192
INV0017580,C046,WH010,2023-03-01,1118,182,0,192
INV0017581,C046,WH001,2023-04-01,1108,912,0,922
INV0017582,C046,WH002,2023-04-01,2013,456,0,461
INV0017583,C046,WH003,2023-04-01,3675,1140,0,1152
INV0017584,C046,WH004,2023-04-01,2441,684,0,691
INV0017585,C046,WH005,2023-04-01,1569,364,0,368
INV0017586,C046,WH006,2023-04-01,531,273,0,276
INV0017587,C046,WH007,2023-04-01,796,228,0,230
INV0017588,C046,WH008,2023-04-01,500,136,0,138
INV0017589,C046,WH009,2023-04-01,821,182,0,184
INV0017590,C046,WH010,2023-04-01,963,182,0,184
INV0017591,C046,WH001,2023-05-01,5094,912,5000,995
INV0017592,C046,WH002,2023-05-01,1425,456,0,497
INV0017593,C046,WH003,2023-05-01,2578,1140,0,1244
INV0017594,C046,WH004,2023-05-01,1669,684,0,746
INV0017595,C046,WH005,2023-05-01,1207,364,0,398
INV0017596,C046,WH006,2023-05-01,5625,273,5000,298
INV0017597,C046,WH007,2023-05-01,577,228,0,248
INV0017598,C046,WH008,2023-05-01,329,136,0,149
INV0017599,C046,WH009,2023-05-01,598,182,0,199
INV0017600,C046,WH010,2023-05-01,721,182,0,199
INV0017601,C046,WH001,2023-06-01,3993,912,0,1044
INV0017602,C046,WH002,2023-06-01,917,456,0,522
INV0017603,C046,WH003,2023-06-01,1181,1140,0,1306
INV0017604,C046,WH004,2023-06-01,922,684,0,783
INV0017605,C046,WH005,2023-06-01,817,364,0,417
INV0017606,C046,WH006,2023-06-01,5115,273,0,313
INV0017607,C046,WH007,2023-06-01,332,228,0,261
INV0017608,C046,WH008,2023-06-01,186,136,0,156
INV0017609,C046,WH009,2023-06-01,415,182,0,208
INV0017610,C046,WH010,2023-06-01,527,182,0,208
INV0017611,C046,WH001,2023-07-01,2901,912,0,966
INV0017612,C046,WH002,2023-07-01,5820,456,5000,483
INV0017613,C046,WH003,2023-07-01,4690,1140,5000,1207
INV0017614,C046,WH004,2023-07-01,5164,684,5000,724
INV0017615,C046,WH005,2023-07-01,453,364,0,386
INV0017616,C046,WH006,2023-07-01,4745,273,0,289
INV0017617,C046,WH007,2023-07-01,5426,228,5000,241
INV0017618,C046,WH008,2023-07-01,4847,136,5000,144
INV0017619,C046,WH009,2023-07-01,238,182,0,193
INV0017620,C046,WH010,2023-07-01,324,182,0,193
INV0017621,C046,WH001,2023-08-01,2019,912,0,970
INV0017622,C046,WH002,2023-08-01,5658,456,0,485
INV0017623,C046,WH003,2023-08-01,3552,1140,0,1212
INV0017624,C046,WH004,2023-08-01,4452,684,0,727
INV0017625,C046,WH005,2023-08-01,4761,364,5000,388
INV0017626,C046,WH006,2023-08-01,4532,273,0,291
INV0017627,C046,WH007,2023-08-01,4954,228,0,242
INV0017628,C046,WH008,2023-08-01,5062,136,0,145
INV0017629,C046,WH009,2023-08-01,5133,182,5000,194
INV0017630,C046,WH010,2023-08-01,5528,182,5000,194
INV0017631,C046,WH001,2023-09-01,1246,912,0,830
INV0017632,C046,WH002,2023-09-01,4960,456,0,415
INV0017633,C046,WH003,2023-09-01,2544,1140,0,1038
INV0017634,C046,WH004,2023-09-01,3914,684,0,622
INV0017635,C046,WH005,2023-09-01,4665,364,0,332
INV0017636,C046,WH006,2023-09-01,4600,273,0,249
INV0017637,C046,WH007,2023-09-01,4858,228,0,207
INV0017638,C046,WH008,2023-09-01,4798,136,0,124
INV0017639,C046,WH009,2023-09-01,4901,182,0,166
INV0017640,C046,WH010,2023-09-01,5289,182,0,166
INV0017641,C046,WH001,2023-10-01,5646,912,5000,848
INV0017642,C046,WH002,2023-10-01,4751,456,0,424
INV0017643,C046,WH003,2023-10-01,1384,1140,0,1060
INV0017644,C046,WH004,2023-10-01,3200,684,0,636
INV0017645,C046,WH005,2023-10-01,4577,364,0,339
INV0017646,C046,WH006,2023-10-01,4012,273,0,254
INV0017647,C046,WH007,2023-10-01,4399,228,0,212
INV0017648,C046,WH008,2023-10-01,4619,136,0,127
INV0017649,C046,WH009,2023-10-01,5044,182,0,169
INV0017650,C046,WH010,2023-10-01,5318,182,0,169
INV0017651,C046,WH001,2023-11-01,5034,912,0,827
INV0017652,C046,WH002,2023-11-01,4270,456,0,413
INV0017653,C046,WH003,2023-11-01,4931,1140,5000,1034
INV0017654,C046,WH004,2023-11-01,2670,684,0,620
INV0017655,C046,WH005,2023-11-01,4003,364,0,331
INV0017656,C046,WH006,2023-11-01,3801,273,0,248
INV0017657,C046,WH007,2023-11-01,4243,228,0,206
INV0017658,C046,WH008,2023-11-01,4641,136,0,124
INV0017659,C046,WH009,2023-11-01,4985,182,0,165
INV0017660,C046,WH010,2023-11-01,5097,182,0,165
INV0017661,C046,WH001,2023-12-01,4240,912,0,729
INV0017662,C046,WH002,2023-12-01,4133,456,0,364
INV0017663,C046,WH003,2023-12-01,4112,1140,0,912
INV0017664,C046,WH004,2023-12-01,2055,684,0,547
INV0017665,C046,WH005,2023-12-01,3683,364,0,291
INV0017666,C046,WH006,2023-12-01,3576,273,0,218
INV0017667,C046,WH007,2023-12-01,4283,228,0,182
INV0017668,C046,WH008,2023-12-01,4681,136,0,109
INV0017669,C046,WH009,2023-12-01,4699,182,0,145
INV0017670,C046,WH010,2023-12-01,5077,182,0,145
INV0017671,C046,WH001,2024-01-01,3692,912,0,781
INV0017672,C046,WH002,2024-01-01,3548,456,0,390
INV0017673,C046,WH003,2024-01-01,3008,1140,0,977
INV0017674,C046,WH004,2024-01-01,1445,684,0,586
INV0017675,C046,WH005,2024-01-01,3367,364,0,312
INV0017676,C046,WH006,2024-01-01,3151,273,0,234
INV0017677,C046,WH007,2024-01-01,4222,228,0,195
INV0017678,C046,WH008,2024-01-01,4243,136,0,117
INV0017679,C046,WH009,2024-01-01,4494,182,0,156
INV0017680,C046,WH010,2024-01-01,5275,182,0,156
INV0017681,C046,WH001,2024-02-01,2752,912,0,833
INV0017682,C046,WH002,2024-02-01,3167,456,0,416
INV0017683,C046,WH003,2024-02-01,2004,1140,0,1042
INV0017684,C046,WH004,2024-02-01,794,684,0,625
INV0017685,C046,WH005,2024-02-01,2903,364,0,333
INV0017686,C046,WH006,2024-02-01,2935,273,0,250
INV0017687,C046,WH007,2024-02-01,4070,228,0,208
INV0017688,C046,WH008,2024-02-01,3971,136,0,125
INV0017689,C046,WH009,2024-02-01,4572,182,0,166
INV0017690,C046,WH010,2024-02-01,5304,182,0,166
INV0017691,C046,WH001,2024-03-01,1926,912,0,932
INV0017692,C046,WH002,2024-03-01,2826,456,0,466
INV0017693,C046,WH003,2024-03-01,6015,1140,5000,1165
INV0017694,C046,WH004,2024-03-01,4829,684,5000,699
INV0017695,C046,WH005,2024-03-01,2518,364,0,372
INV0017696,C046,WH006,2024-03-01,2738,273,0,279
INV0017697,C046,WH007,2024-03-01,3735,228,0,233
INV0017698,C046,WH008,2024-03-01,3646,136,0,139
INV0017699,C046,WH009,2024-03-01,4615,182,0,186
INV0017700,C046,WH010,2024-03-01,5384,182,0,186
INV0017701,C046,WH001,2024-04-01,885,912,0,999
INV0017702,C046,WH002,2024-04-01,2148,456,0,499
INV0017703,C046,WH003,2024-04-01,4752,1140,0,1248
INV0017704,C046,WH004,2024-04-01,3934,684,0,749
INV0017705,C046,WH005,2024-04-01,2033,364,0,399
INV0017706,C046,WH006,2024-04-01,2594,273,0,299
INV0017707,C046,WH007,2024-04-01,3585,228,0,249
INV0017708,C046,WH008,2024-04-01,3245,136,0,149
INV0017709,C046,WH009,2024-04-01,4759,182,0,199
INV0017710,C046,WH010,2024-04-01,5121,182,0,199
INV0017711,C046,WH001,2024-05-01,4742,912,5000,1023
INV0017712,C046,WH002,2024-05-01,1582,456,0,511
INV0017713,C046,WH003,2024-05-01,3460,1140,0,1278
INV0017714,C046,WH004,2024-05-01,3042,684,0,767
INV0017715,C046,WH005,2024-05-01,1658,364,0,409
INV0017716,C046,WH006,2024-05-01,2302,273,0,306
INV0017717,C046,WH007,2024-05-01,3165,228,0,255
INV0017718,C046,WH008,2024-05-01,3249,136,0,153
INV0017719,C046,WH009,2024-05-01,4305,182,0,204
INV0017720,C046,WH010,2024-05-01,4713,182,0,204
INV0017721,C046,WH001,2024-06-01,3591,912,0,1047
INV0017722,C046,WH002,2024-06-01,986,456,0,523
INV0017723,C046,WH003,2024-06-01,1995,1140,0,1309
INV0017724,C046,WH004,2024-06-01,2166,684,0,785
INV0017725,C046,WH005,2024-06-01,1167,364,0,418
INV0017726,C046,WH006,2024-06-01,1859,273,0,314
INV0017727,C046,WH007,2024-06-01,2684,228,0,261
INV0017728,C046,WH008,2024-06-01,3195,136,0,157
INV0017729,C046,WH009,2024-06-01,4007,182,0,209
INV0017730,C046,WH010,2024-06-01,4400,182,0,209
INV0017731,C046,WH001,2024-07-01,2618,912,0,972
INV0017732,C046,WH002,2024-07-01,524,456,0,486
INV0017733,C046,WH003,2024-07-01,6201,1140,5000,1215
INV0017734,C046,WH004,2024-07-01,1383,684,0,729
INV0017735,C046,WH005,2024-07-01,839,364,0,389
INV0017736,C046,WH006,2024-07-01,1455,273,0,291
INV0017737,C046,WH007,2024-07-01,2305,228,0,243
INV0017738,C046,WH008,2024-07-01,3242,136,0,145
INV0017739,C046,WH009,2024-07-01,4006,182,0,194
INV0017740,C046,WH010,2024-07-01,4323,182,0,194
INV0017741,C046,WH001,2024-08-01,1640,912,0,949
INV0017742,C046,WH002,2024-08-01,4703,456,5000,474
INV0017743,C046,WH003,2024-08-01,5090,1140,0,1186
INV0017744,C046,WH004,2024-08-01,5360,684,5000,711
INV0017745,C046,WH005,2024-08-01,483,364,0,379
INV0017746,C046,WH006,2024-08-01,1237,273,0,284
INV0017747,C046,WH007,2024-08-01,1946,228,0,237
INV0017748,C046,WH008,2024-08-01,2967,136,0,142
INV0017749,C046,WH009,2024-08-01,4000,182,0,189
INV0017750,C046,WH010,2024-08-01,3826,182,0,189
INV0017751,C046,WH001,2024-09-01,5772,912,5000,883
INV0017752,C046,WH002,2024-09-01,4320,456,0,441
INV0017753,C046,WH003,2024-09-01,4205,1140,0,1104
INV0017754,C046,WH004,2024-09-01,4940,684,0,662
INV0017755,C046,WH005,2024-09-01,5321,364,5000,353
INV0017756,C046,WH006,2024-09-01,1032,273,0,265
INV0017757,C046,WH007,2024-09-01,1837,228,0,220
INV0017758,C046,WH008,2024-09-01,2766,136,0,132
INV0017759,C046,WH009,2024-09-01,3972,182,0,176
INV0017760,C046,WH010,2024-09-01,3783,182,0,176
INV0017761,C046,WH001,2024-10-01,5311,912,0,825
INV0017762,C046,WH002,2024-10-01,4177,456,0,412
INV0017763,C046,WH003,2024-10-01,3414,1140,0,1031
INV0017764,C046,WH004,2024-10-01,4402,684,0,618
INV0017765,C046,WH005,2024-10-01,5290,364,0,330
INV0017766,C046,WH006,2024-10-01,736,273,0,247
INV0017767,C046,WH007,2024-10-01,1681,228,0,206
INV0017768,C046,WH008,2024-10-01,2794,136,0,123
INV0017769,C046,WH009,2024-10-01,3693,182,0,165
INV0017770,C046,WH010,2024-10-01,3615,182,0,165
INV0017771,C046,WH001,2024-11-01,4863,912,0,762
INV0017772,C046,WH002,2024-11-01,3754,456,0,381
INV0017773,C046,WH003,2024-11-01,2354,1140,0,953
INV0017774,C046,WH004,2024-11-01,4112,684,0,571
INV0017775,C046,WH005,2024-11-01,5090,364,0,305
INV0017776,C046,WH006,2024-11-01,478,273,0,228
INV0017777,C046,WH007,2024-11-01,1437,228,0,190
INV0017778,C046,WH008,2024-11-01,2571,136,0,114
INV0017779,C046,WH009,2024-11-01,3733,182,0,152
INV0017780,C046,WH010,2024-11-01,3424,182,0,152
INV0017781,C046,WH001,2024-12-01,3797,912,0,829
INV0017782,C046,WH002,2024-12-01,3528,456,0,414
INV0017783,C046,WH003,2024-12-01,1353,1140,0,1037
INV0017784,C046,WH004,2024-12-01,3698,684,0,622
INV0017785,C046,WH005,2024-12-01,4878,364,0,331
INV0017786,C046,WH006,2024-12-01,5557,273,5000,248
INV0017787,C046,WH007,2024-12-01,1272,228,0,207
INV0017788,C046,WH008,2024-12-01,2344,136,0,124
INV0017789,C046,WH009,2024-12-01,3357,182,0,165
INV0017790,C046,WH010,2024-12-01,3454,182,0,165
INV0017791,C046,WH001,2025-01-01,2950,912,0,816
INV0017792,C046,WH002,2025-01-01,2906,456,0,408
INV0017793,C046,WH003,2025-01-01,4941,1140,5000,1020
INV0017794,C046,WH004,2025-01-01,2915,684,0,612
INV0017795,C046,WH005,2025-01-01,4416,364,0,326
INV0017796,C046,WH006,2025-01-01,5366,273,0,244
INV0017797,C046,WH007,2025-01-01,1048,228,0,204
INV0017798,C046,WH008,2025-01-01,2331,136,0,122
INV0017799,C046,WH009,2025-01-01,3279,182,0,163
INV0017800,C046,WH010,2025-01-01,3248,182,0,163
INV0017801,C046,WH001,2025-02-01,2240,912,0,837
INV0017802,C046,WH002,2025-02-01,2410,456,0,418
INV0017803,C046,WH003,2025-02-01,4009,1140,0,1047
INV0017804,C046,WH004,2025-02-01,2357,684,0,628
INV0017805,C046,WH005,2025-02-01,4030,364,0,335
INV0017806,C046,WH006,2025-02-01,5452,273,0,251
INV0017807,C046,WH007,2025-02-01,839,228,0,209
INV0017808,C046,WH008,2025-02-01,2292,136,0,125
INV0017809,C046,WH009,2025-02-01,3158,182,0,167
INV0017810,C046,WH010,2025-02-01,2888,182,0,167
INV0017811,C046,WH001,2025-03-01,1224,912,0,972
INV0017812,C046,WH002,2025-03-01,2002,456,0,486
INV0017813,C046,WH003,2025-03-01,2898,1140,0,1215
INV0017814,C046,WH004,2025-03-01,1719,684,0,729
INV0017815,C046,WH005,2025-03-01,3776,364,0,389
INV0017816,C046,WH006,2025-03-01,5243,273,0,291
INV0017817,C046,WH007,2025-03-01,594,228,0,243
INV0017818,C046,WH008,2025-03-01,2151,136,0,145
INV0017819,C046,WH009,2025-03-01,2964,182,0,194
INV0017820,C046,WH010,2025-03-01,2520,182,0,194
INV0017821,C046,WH001,2025-04-01,4899,912,5000,934
INV0017822,C046,WH002,2025-04-01,1608,456,0,467
INV0017823,C046,WH003,2025-04-01,1840,1140,0,1167
INV0017824,C046,WH004,2025-04-01,1044,684,0,700
INV0017825,C046,WH005,2025-04-01,3340,364,0,373
INV0017826,C046,WH006,2025-04-01,4758,273,0,280
INV0017827,C046,WH007,2025-04-01,362,228,0,233
INV0017828,C046,WH008,2025-04-01,1981,136,0,140
INV0017829,C046,WH009,2025-04-01,2781,182,0,186
INV0017830,C046,WH010,2025-04-01,2411,182,0,186
INV0017831,C046,WH001,2025-05-01,3574,912,0,1073
INV0017832,C046,WH002,2025-05-01,1126,456,0,536
INV0017833,C046,WH003,2025-05-01,5369,1140,5000,1341
INV0017834,C046,WH004,2025-05-01,5173,684,5000,804
INV0017835,C046,WH005,2025-05-01,2955,364,0,429
INV0017836,C046,WH006,2025-05-01,4786,273,0,321
INV0017837,C046,WH007,2025-05-01,5198,228,5000,268
INV0017838,C046,WH008,2025-05-01,1867,136,0,160
INV0017839,C046,WH009,2025-05-01,2518,182,0,214
INV0017840,C046,WH010,2025-05-01,2370,182,0,214
INV0017841,C046,WH001,2025-06-01,2594,912,0,994
INV0017842,C046,WH002,2025-06-01,594,456,0,497
INV0017843,C046,WH003,2025-06-01,4111,1140,0,1243
INV0017844,C046,WH004,2025-06-01,4444,684,0,746
INV0017845,C046,WH005,2025-06-01,2358,364,0,397
INV0017846,C046,WH006,2025-06-01,4810,273,0,298
INV0017847,C046,WH007,2025-06-01,5119,228,0,248
INV0017848,C046,WH008,2025-06-01,1623,136,0,149
INV0017849,C046,WH009,2025-06-01,2135,182,0,198
INV0017850,C046,WH010,2025-06-01,2220,182,0,198
INV0017851,C046,WH001,2025-07-01,1542,912,0,1093
INV0017852,C046,WH002,2025-07-01,5406,456,5000,546
INV0017853,C046,WH003,2025-07-01,2652,1140,0,1366
INV0017854,C046,WH004,2025-07-01,3423,684,0,820
INV0017855,C046,WH005,2025-07-01,1826,364,0,437
INV0017856,C046,WH006,2025-07-01,4274,273,0,328
INV0017857,C046,WH007,2025-07-01,4783,228,0,273
INV0017858,C046,WH008,2025-07-01,1346,136,0,164
INV0017859,C046,WH009,2025-07-01,1921,182,0,218
INV0017860,C046,WH010,2025-07-01,2074,182,0,218
INV0017861,C046,WH001,2025-08-01,5123,912,5000,1001
INV0017862,C046,WH002,2025-08-01,4932,456,0,500
INV0017863,C046,WH003,2025-08-01,1300,1140,0,1251
INV0017864,C046,WH004,2025-08-01,2629,684,0,751
INV0017865,C046,WH005,2025-08-01,1413,364,0,400
INV0017866,C046,WH006,2025-08-01,4218,273,0,300
INV0017867,C046,WH007,2025-08-01,4721,228,0,250
INV0017868,C046,WH008,2025-08-01,1212,136,0,150
INV0017869,C046,WH009,2025-08-01,1855,182,0,200
INV0017870,C046,WH010,2025-08-01,1835,182,0,200
INV0017871,C046,WH001,2025-09-01,4038,912,0,983
INV0017872,C046,WH002,2025-09-01,4287,456,0,491
INV0017873,C046,WH003,2025-09-01,5110,1140,5000,1229
INV0017874,C046,WH004,2025-09-01,1865,684,0,737
INV0017875,C046,WH005,2025-09-01,1083,364,0,393
INV0017876,C046,WH006,2025-09-01,3772,273,0,295
INV0017877,C046,WH007,2025-09-01,4462,228,0,245
INV0017878,C046,WH008,2025-09-01,1075,136,0,147
INV0017879,C046,WH009,2025-09-01,1776,182,0,196
INV0017880,C046,WH010,2025-09-01,1607,182,0,196
INV0017881,C046,WH001,2025-10-01,3091,912,0,905
INV0017882,C046,WH002,2025-10-01,3756,456,0,452
INV0017883,C046,WH003,2025-10-01,4212,1140,0,1132
INV0017884,C046,WH004,2025-10-01,1155,684,0,679
INV0017885,C046,WH005,2025-10-01,720,364,0,362
INV0017886,C046,WH006,2025-10-01,3277,273,0,271
INV0017887,C046,WH007,2025-10-01,4185,228,0,226
INV0017888,C046,WH008,2025-10-01,918,136,0,135
INV0017889,C046,WH009,2025-10-01,1478,182,0,181
INV0017890,C046,WH010,2025-10-01,1464,182,0,181
INV0017891,C046,WH001,2025-11-01,2404,912,0,804
INV0017892,C046,WH002,2025-11-01,3196,456,0,402
INV0017893,C046,WH003,2025-11-01,3106,1140,0,1005
INV0017894,C046,WH004,2025-11-01,5930,684,5000,603
INV0017895,C046,WH005,2025-11-01,372,364,0,321
INV0017896,C046,WH006,2025-11-01,2816,273,0,241
INV0017897,C046,WH007,2025-11-01,4064,228,0,201
INV0017898,C046,WH008,2025-11-01,790,136,0,120
INV0017899,C046,WH009,2025-11-01,1336,182,0,160
INV0017900,C046,WH010,2025-11-01,1230,182,0,160
INV0017901,C046,WH001,2025-12-01,1457,912,0,856
INV0017902,C046,WH002,2025-12-01,2780,456,0,428
INV0017903,C046,WH003,2025-12-01,2185,1140,0,1071
INV0017904,C046,WH004,2025-12-01,5227,684,0,642
INV0017905,C046,WH005,2025-12-01,5237,364,5000,342
INV0017906,C046,WH006,2025-12-01,2441,273,0,257
INV0017907,C046,WH007,2025-12-01,4016,228,0,214
INV0017908,C046,WH008,2025-12-01,683,136,0,128
INV0017909,C046,WH009,2025-12-01,1161,182,0,171
INV0017910,C046,WH010,2025-12-01,1015,182,0,171
INV0017911,C046,WH001,2026-01-01,5263,912,5000,833
INV0017912,C046,WH002,2026-01-01,2362,456,0,416
INV0017913,C046,WH003,2026-01-01,1154,1140,0,1041
INV0017914,C046,WH004,2026-01-01,4314,684,0,624
INV0017915,C046,WH005,2026-01-01,5125,364,0,333
INV0017916,C046,WH006,2026-01-01,2311,273,0,249
INV0017917,C046,WH007,2026-01-01,3568,228,0,208
INV0017918,C046,WH008,2026-01-01,539,136,0,124
INV0017919,C046,WH009,2026-01-01,991,182,0,166
INV0017920,C046,WH010,2026-01-01,801,182,0,166
INV0017921,C046,WH001,2026-02-01,4042,912,0,976
INV0017922,C046,WH002,2026-02-01,1923,456,0,488
INV0017923,C046,WH003,2026-02-01,4710,1140,5000,1220
INV0017924,C046,WH004,2026-02-01,3510,684,0,732
INV0017925,C046,WH005,2026-02-01,4975,364,0,390
INV0017926,C046,WH006,2026-02-01,1966,273,0,292
INV0017927,C046,WH007,2026-02-01,3070,228,0,244
INV0017928,C046,WH008,2026-02-01,365,136,0,146
INV0017929,C046,WH009,2026-02-01,775,182,0,195
INV0017930,C046,WH010,2026-02-01,614,182,0,195
INV0017931,C046,WH001,2026-03-01,3251,912,0,1028
INV0017932,C046,WH002,2026-03-01,1458,456,0,514
INV0017933,C046,WH003,2026-03-01,3514,1140,0,1286
INV0017934,C046,WH004,2026-03-01,2776,684,0,771
INV0017935,C046,WH005,2026-03-01,4600,364,0,411
INV0017936,C046,WH006,2026-03-01,1580,273,0,308
INV0017937,C046,WH007,2026-03-01,2969,228,0,257
INV0017938,C046,WH008,2026-03-01,207,136,0,154
INV0017939,C046,WH009,2026-03-01,566,182,0,205
